76,43.0049231,-79.4819123,0
29,49.4108298,-94.0958688,19
105,47.67449,-81.723429,234
20,42.0355591,-82.918148,100
159,49.783661,-94.442702,198
234,42.741924,-80.577671,217
214,43.9721108,-79.130506,171
112,42.739472,-81.345318,63
35,43.053042,-82.093326,244
179,44.3008813,-79.6114973,99
13,48.7679814,-80.6731665,212
224,43.1603239,-79.1040432,88
127,44.482947,-77.682106,53
74,46.362467,-80.4167049,118
106,49.6859305,-87.5300824,92
62,43.3794588,-80.7111058,234
236,49.3431571,-82.1541332,281
141,43.5815083,-80.7284435,259
33,44.409379,-78.831645,254
80,43.2201531,-81.8671012,1
36,46.02686,-79.719627,107
68,43.271447,-80.657874,264
72,47.8423282,-83.4026108,175
81,44.371583,-76.7702751,148
198,45.3107048,-75.0893653,24
243,46.652064,-80.9463083,120
43,49.7800938,-92.8369592,105
14,45.056331,-78.077904,219
227,42.314445,-82.5537389,149
181,45.8982631,-77.2828772,177
204,44.629848,-77.99912,284
140,43.0895577,-79.0849436,199
108,45.016543,-79.615314,221
149,43.9631607,-78.9571069,145
75,44.1011263,-77.576313,169
246,46.212565,-82.077616,151
123,43.7764258,-79.2317521,40
50,44.2012812,-77.5959798,11
155,45.116667,-78.6,262
203,43.9109352,-78.7884468,85
92,46.5775692,-81.1979645,97
41,45.4347445,-76.3518469,129
230,48.6477138,-93.9848425,220
113,46.454695,-80.41645,87
220,44.330618,-76.161864,101
164,43.773398,-81.532687,20
238,44.2830231,-79.8943637,73
23,41.986065,-82.926412,185
128,45.0212762,-74.730345,126
120,44.5404573,-78.5463692,3
